ID,Name,Frequency [MHz],Status,Description
54689,OBJECT H,1615.698,active,Jillin Mysterious Pip
53452,OBJECT J,1615.697,active,Jillin Mysterious Pip
51832,OBJECT J - 2022-019,401.888,active,Mode U - Beacon
53453,OBJECT K,1615.699,active,Jillin Mysterious Pip
51834,OBJECT L,1615.658552,active,Jillin Mysterious Pip
46838,OBJECT M,401.901,active,UHF Unknown
51835,OBJECT M,1615.659091,active,Jillin Mysterious Pip
54693,OBJECT M,401.697,active,UHF Unknown
55260,Object N,401.051,active,Telemetry
54695,OBJECT P,1615.696,active,Jillin Mysterious Pip
55261,OBJECT P - 2023-007,401.9,active,Mode U - Beacon
51838,OBJECT Q,1615.642918,active,Jillin Mysterious Pip
51839,OBJECT R,1615.686,active,Jillin Mysterious Pip
51840,OBJECT S,401.65,active,UHF Unknown
51840,OBJECT S,1615.689,active,L Band
51844,OBJECT W,1615.691,active,Jillin Mysterious Pip
54361,Oceansat 3,1703,active,A-DCS L-band downlink
54361,Oceansat 3,2250,active,S-band Telemetry
54361,Oceansat 3,465.988,active,A-DCS UHF downlink
99972,Oculus-ASR,437.2,active,Mode U GMSK9k6 AX.25
26702,ODIN,2208.15,active,QPSK
52157,OMNI-L1,401.05,active,UHF Unknown
52771,OMNI-L2,401.05,active,UHF Unknown
99345,OMOTENASHI,437.41,active,Lander
99345,OMOTENASHI,437.31,active,Orbiter PSK31
99345,OMOTENASHI,437.41,active,Lander PSK31
99345,OMOTENASHI,8494.53,active,X-Band
99345,OMOTENASHI,437.31,active,Orbiter
52741,OP15 FLT1,401.18,active,UHF Unknown
26063,OPAL,437.1,active,9k6 FSK AX25
4237,OPS 7613 (P/L 4),137.407,active,carrier wave
44878,OPS-SAT,2229.65,active,Syrlinks EWC31
44878,OPS-SAT,437.2,active,Mode U GMSK9k6 AX.25
47930,OPUSAT-II,145.9,active,Mode U - AFSK1k2 AX.25
47930,OPUSAT-II,145.9,active,Mode U - GMSK9k6 AX.25
47930,OPUSAT-II,145.9,active,Mode U - GMSK13k6 AX.25
47930,OPUSAT-II,145.9,active,Mode U - FSK19k2 AX.25
47930,OPUSAT-II,145.9,active,Mode U - CW 40cpm
47930,OPUSAT-II,145.9,active,Mode U - CW 80cpm
25984,ORBCOMM FM 36,400.1,active,CW
25984,ORBCOMM FM 36,137.56,active,Ground station link
25984,ORBCOMM FM 36,137.44,active,Orbcomm Mode V
47960,Orbicraft-Zorkiy,10465,active,Mode X - DVB-S2
47960,Orbicraft-Zorkiy,437.95,active,Mode U - GMSK9k6 USP FEC B
47960,Orbicraft-Zorkiy,437.85,active,Mode U - GMSK2k4 USP FEC A
47960,Orbicraft-Zorkiy,437.85,active,Mode U - GMSK9k6 USP FEC A
45113,Orbital Factory 2,435.04,active,Mode U GMSK9k6
45113,Orbital Factory 2,2426,active,Mode S GPSK 3-5Mbps
43795,ORBWEAVER 1,400.176,active,Mode U - Possibly Downlink
99232,ORCASat,437.06,active,UHF PN9 2-FSK Downlink
52017,ORESAT0,436.5,active,Mode U - GMSK96k
52017,ORESAT0,436.5,active,Mode U - FSK9k6 APRS
52017,ORESAT0,436.5,invalid,Mode U - CW beacon
43933,OrigamiSat-1,5840,active,FSK (NRZ) - 420KF1D
43933,OrigamiSat-1,437.505,inactive,CW Beacon
43933,OrigamiSat-1,437.499,active,CW Beacon - Drifted
43933,OrigamiSat-1,437.499,active,AFSK1k2 TLM
25635,ORSTED,2296,active,Radio B
25635,ORSTED,2215,active,Radio A
7530,OSCAR 7,435.1,active,Mode U TLM Beacon
7530,OSCAR 7,145.9735,invalid,Mode U/V Beacon (current)
7530,OSCAR 7,145.972,invalid,PE0SAT - CW Beacon
7530,OSCAR 7,145.9775,active,Mode U/V (B) TLM Beacon
7530,OSCAR 7,29.4,active,Mode V/A (A) Lin SSB
7530,OSCAR 7,29.4,active,Mode V/A (A) Lin CW
7530,OSCAR 7,145.925,active,Mode U/V (B) Lin
7530,OSCAR 7,29.502,active,Mode V/A (A) TLM Beacon
7530,OSCAR 7,2304.1,active,13 cm Beacon (40mW)
46294,OSM-1 CICERO,401.12,active,Downlink
41458,OUFTI-1,145.98,active,Mode V Beacon
41458,OUFTI-1,145.95,active,Mode U/V D-STAR
2389,OV3-3,258.48,active,carrier wave
22491,OXP-1,137.05,active,137.05 PCM/PSK 1200 bps HDLC
20439,PACSAT,437.026,active,Mode U TLM CW
20439,PACSAT,437.051,active,Secondary Payload
20439,PACSAT,437.026,active,Primary Payload
44365,PAINANI-1,437.475,active,Mode U FSK9k6
48928,PAINANI-2,437.475,active,Mode U - GMSK9k6 AX.25
48928,PAINANI-2,2410.3,active,Mode S - FM
44853,Pathfinder Risk Reduction,400.74,active,Downlink
26931,PCSAT,145.825,active,Mode V/V APRS AFSK
26931,PCSAT,145.8268,active,PE0SAT - 1k2 AFSK APRS
99285,PEARLAFRICASAT-1,145.825,inactive,Mode V APRS
99285,PEARLAFRICASAT-1,437.375,active,Mode U CW TLM
99285,PEARLAFRICASAT-1,437.375,active,Mode U GMSK AX.25 TLM
99285,PEARLAFRICASAT-1,437.326,invalid,Mode U - Telemetry - Experiment
42784,PEGASUS,436.67,active,UHF 9k6 GFSK
40039,PERSEUS M1,400.17,active,GFSK
99229,petitSat,2273.48,active,S-band data downlink
14129,Phase 3-B,145.987,active,Engineering Beacon
14129,Phase 3-B,145.81,active,Beacon (unmodulated carrier)
14129,Phase 3-B,145.825,active,Mode-B Transponder
26609,Phase 3-D,145.898,inactive,2m Middle Beacon
26609,Phase 3-D,435.45,inactive,70cm General Beacon
26609,Phase 3-D,435.85,inactive,70cm Engineering Beacon
26609,Phase 3-D,2400.2,inactive,13cm General Beacon
26609,Phase 3-D,2400.6,inactive,13cm Engineering Beacon
26609,Phase 3-D,10451,inactive,3cm General Beacon
26609,Phase 3-D,10451.4,inactive,3cm Engineering Beacon
26609,Phase 3-D,24048,inactive,1.5 cm General Beacon
26609,Phase 3-D,24048.4,inactive,1.5 cm Engineering Beacon
42706,PHOENIX,436.915,active,TLM FSK
45258,Phoenix (ASU),2402.5,invalid,Mode S QPSK 2Mbps
45258,Phoenix (ASU),437.25,inactive,Telemetry (factory default)
45258,Phoenix (ASU),437.35,active,Mode U GMSK9k6 AX.25 TLM
39381,PHONESAT 2.4,437.425,inactive,1k2 AFSK TLM
99760,PIC-A,903.8,active,Mode U - GMSK19k2
99761,PIC-B,903.4,active,Mode U - GMSK19k2
46281,PICASSO,400.775,active,Downlink
43132,PICSAT,435.003894,inactive,BPSK Telemetry (drifted)
43132,PICSAT,435.525,inactive,MODE V/U FM VOICE
43132,PICSAT,435.525,active,1k2 BPSK Telemetry
43132,PICSAT,435.525,inactive,9k6 BPSK Telemetry
99493,Pilot-1,401.7,active,Mode U - LoRa
99493,Pilot-1,401.7,active,Mode U - GFSK9k6
99480,PION-BR1,437.3,active,Mode U - GFSK1k2 NGHam
47448,PIXL-1,437.16,invalid,U1UHFD
47448,PIXL-1,2262.5,active,DATAS
47448,PIXL-1,400.575,active,UHFD
52738,Planetum1,436.68,active,Mode U/U - GFSK 9k6 AX.25 G3RUH
52738,Planetum1,145.925,active,Mode V/V - GFSK 9k6 AX.25 G3RUH
52738,Planetum1,436.68,inactive,Mode U - CW
99407,PlantSat,437.24,active,Mode U - FSK 4k8 AX.100
52770,Platform-1,400.36,inactive,Mode U - GFSK9k6 AX.25 G3RUH
52770,Platform-1,400.36,active,400.36 LoRa
52770,Platform-1,400.36,active,Mode U - GFSK4k8 AX.25 G3RUH
52770,Platform-1,400.36,inactive,Mode U - GFSK2k4 AX.25 G3RUH
99256,Platform-2,401.36,active,Mode U - GFSK4k8 AX.25 G3RUH
99236,Pleiades - Sapling Giganteum,437.4,active,Mode U - LoRa
99237,Pleiades - Sapling Sempervirens,437.4,active,Mode U - LoRa
99206,Pleiades-Yearling,437.4,active,Primary Downlink / Uplink
47310,PolarCube,401.365,active,Mode U - FSK4k8 - Cesium-3
40042,POLYITAN-1,437.676,active,PE0SAT - 9k6 FSK TLM
40042,POLYITAN-1,437.675,active,9k6 FSK TLM
42732,POLYITAN-2-SAU,436.6,active,TLM 9k6 BPSK
99347,Polytech Universe 1,436.896,active,LoRa U
99347,Polytech Universe 1,437.576,active,Polytech 1 437.576
99347,Polytech Universe 1,437.476,active,Polytech 1 437.476
99348,Polytech Universe 2,436.896,active,LoRa U probable
99348,Polytech Universe 2,437.476,active,Polytech 2 437.476
41783,PRATHAM,437.455,active,Mode U FSK1200 AX25
41783,PRATHAM,145.98,active,Beacon
33493,PRISM,437.425,active,Mode U FM 1200
33493,PRISM,437.425,active,Mode U FM 9600
33493,PRISM,437.25,active,Mode U CW
33493,PRISM,437.253,invalid,CW Beacon (drifting)
26958,PROBA-1,2235,inactive,Dumps
36037,PROBA-2,2235,active,S-Band BPSK
36037,PROBA-2,2235,active,S-Band 128000 BPSK Experimental
39159,PROBA-V,2235,active,S-Band 128000 BPSK Experimental
39159,PROBA-V,2235,inactive,S-Band BPSK
5580,PROSPERO,137.56,active,Mode V PCM 2048 bit/s
44339,Prox-1,2306.5,active,MODE S FSK38k4
44354,PSAT-2,145.825,active,Mode V/V AFSK1k2 APRS Digipeater
44354,PSAT-2,435.35,active,Mode U SSTV active in sun
44354,PSAT-2,435.35,active,Mode H/U PSK31 active in sun
52734,PTD-3,401.206,active,UHF Unknown
43814,PW-Sat2,435.275,active,UHF BPSK9k6 Telemetry
43814,PW-Sat2,435.275,inactive,UHF BPSK1k2 Telemetry
43814,PW-Sat2,435.275,inactive,UHF BPSK2k4 Telemetry
43814,PW-Sat2,435.275,inactive,UHF BPSK4k8 Telemetry
99484,PyCubed-1,437.29,active,Mode U - LoRa
99756,Q-PACE,2412.5,active,Mode S
99756,Q-PACE,437.275,active,Mode U - FSK9k6
45263,QARMAN,437.35,active,Mode U GMSK9k6 AX.25 TLM
40025,QB50P1,145.815,active,BPSK Telemetry
40025,QB50P1,145.81366,active,PE0SAT - 1k2 BPSK TLM
40025,QB50P1,145.935,active,Linear Transponder
40025,QB50P1,145.88,active,CW Beacon
40032,QB50P2,145.88,active,CW Beacon
40032,QB50P2,145.87874,active,PE0SAT - 1k2 BPSK TLM
42708,QBEE,435.8,active,TLM GFSK
42728,QBITO,436.81,active,TLM GFSK
99203,QBUA01,437.675,invalid,Possible Mode U
99203,QBUA01,436.6,active,Mode U - BPSK9k6
44486,Qiancheng-01,401.4,active,Mode U
48249,Qilu 4,401.6797,active,Downlink
48943,QMR-KWT,436.5,active,Mode U - GMSK9k6
48943,QMR-KWT,436.5,active,Mode U - CW
43158,QUANTUTONG 1,436.1,active,9600 TLM
99427,QubeSat,437.74,active,Mode U - FSK5k5
99500,QUBIK 1,435.24,active,Telemetry
99501,QUBIK 2,435.24,active,Telemetry
99337,QUBIK 3,435.24,active,Mode U - Telemetry GFSK/BPSK 9k6
99336,QUBIK 4,435.24,active,Mode U - Telemetry GFSK/BPSK 9k6
45598,Quetzal-1,437.2,active,Telemetry
46913,R2,401.049811,active,UHF Unknown
99950,RAAF M2 A,449.538,active,Mode U - Unknown
99951,RAAF M2 B,449.538,active,Mode U - FSK9k6
44329,Raavana-1,437.375,active,UHF GMSK4k8
44329,Raavana-1,437.375,active,UHF CW TLM
49067,RADCUBE,401.75,active,Telemetry
23439,RADIO ROSTO,29.3525,active,Mode H TLM
23439,RADIO ROSTO,29.3987,active,Mode H TLM
23439,RADIO ROSTO,29.354,inactive,Mode H/V Transponder
43553,RADSAT-G,437.425,active,GMSK TLM AX.25
43553,RADSAT-G,437.425,inactive,Mode U GMSK9k6 AX.25 TLM
45262,RadSat-U,437.425,active,Mode U GMSK19k2
43548,RAINCUBE,400.8,active,Downlink
48850,RamSat,436.3,active,Mode U - FSK9k6
52898,RANDEV,436.0285,inactive,Mode U - BPSK9k6
52898,RANDEV,436.0285,active,Mode U - BPSK1k2
43772,RANGE A,437.15,active,FSK
43772,RANGE A,437.15,active,GFSK Commissioning Phase
43772,RANGE A,437.475,active,GFSK Commissioning Phase (crosslink)
43773,RANGE B,437.475,active,FSK
43773,RANGE B,437.475,active,GFSK Commissioning Phase
43773,RANGE B,437.15,active,GFSK Commissioning Phase (crosslink)
None,RCM-1,5400 - 5400,active,C-band SAR
43743,Reaktor Hello World,437.775,active,CW Beacon
43743,Reaktor Hello World,437.775,active,GFSK9k6
43743,Reaktor Hello World,2410,active,Mode L 1mbps MSK
42783,RED DIAMOND,401.15,active,Downlink
53382,ReshUCube,435.38,active,Mode U - GMSK 2k4 (USP FEC) TLM
42792,ROBUSTA-1B,437.325,active,TLM 1k2 AFSK
42792,ROBUSTA-1B,437.325,inactive,TLM CW
99201,RoseyCubesat-1,436.825,active,Mode U 1K2 BPSK
99201,RoseyCubesat-1,436.825,active,Mode U 9K6 BPSK
99279,RROCI,2085.5,active,S 1
99279,RROCI,2217,active,S 2
39133,RS-43,435.215,active,Mode U - DOKA
99981,RSP-00,145.89,active,CW Beacon
99981,RSP-00,145.89,active,FM VOICE
99981,RSP-00,145.89,active,AFSK1k2
99981,RSP-00,436.93,active,pi/4 QPSK38k4
47925,RSP-01,145.81,active,Mode U - CW Beacon
47925,RSP-01,145.81,active,Mode U - GMSK9k6
43188,S-Net A,2263,active,S-Band Downlink
43188,S-Net A,435.95,active,AFSK 1k2 TLM
43187,S-Net B,2263,active,S-Band Downlink
43187,S-Net B,435.95,active,AFSK 1k2 TLM
43189,S-Net C,435.525,inactive,MODE FM VOICE - WRONG ASSIGNED BELONGS TO D-STAR ONE
43189,S-Net C,2263,active,S-Band Downlink
43189,S-Net C,435.95,active,AFSK 1k2 TLM
43186,S-Net D,2263,active,S-Band Downlink
43186,S-Net D,435.95,active,AFSK 1k2 TLM
99196,Sakura,145.825,active,1K2 APRS
99196,Sakura,437.735,active,4k8 AX25 GMSK
46495,SALSAT,435.9,invalid,AFSK 1k2 TLM
46495,SALSAT,435.95,active,AFSK 1k2 TLM
46495,SALSAT,2266,active,BPSK
41466,SAMSAT-218D,145.87,active,CW Beacon
51031,SanoSat-1,436.235,active,CW Morse Beacon
51031,SanoSat-1,436.235,active,RTTY FSK
51031,SanoSat-1,436.235,inactive,GFSK TT&C and Digital Repeater
39086,SARAL,465.9875,active,ARGOS-3
39086,SARAL,8125,active,Mode X
39086,SARAL,2203.2,active,Mode S 1
39086,SARAL,2224.9,active,Mode S 2
39086,SARAL,2280,active,Mode S 3
39086,SARAL,1698.4,active,Mode L 1
39086,SARAL,1703,active,Mode L 2
47961,Sateliot-1,399.975,active,Downlink 1
47961,Sateliot-1,400.57,active,Downlink 2
47961,Sateliot-1,400.55,active,Possible downlink
41600,SATHYABAMASAT,145.98,active,Mode U TLM
99790,SATLLA-1,437.25,active,Mode U LoRa
99790,SATLLA-1,2401,active,Mode S LoRa
99483,SATLLA-2A,437.25,active,Mode U - LoRa
99483,SATLLA-2A,2401,active,Mode  S - LoRa
99483,SATLLA-2A,437.25,invalid,Mode U - FSK9k6 G3RUH AX.25
99490,SATLLA-2B,437.25,active,Mode U - LoRa
99490,SATLLA-2B,2401,active,Mode  S - LoRa
99490,SATLLA-2B,437.25,invalid,Mode U - FSK9k6 G3RUH AX.25
27607,SAUDISAT 1C,436.795,active,Mode V/U FM Voice CTCSS 67.0 Hz
27607,SAUDISAT 1C,436.788,invalid,Freq drift downlink
27607,SAUDISAT 1C,436.7933,invalid,PE0SAT - Mode V/U FM Voice
27607,SAUDISAT 1C,436.79,invalid,Freq drift downlink 2
27607,SAUDISAT 1C,149.025,active,Mode V TLM
28371,SaudiSat 2,137.513,active,Mode V TLM
40016,SaudiSat 4,148.035,active,Mode V TLM
40016,SaudiSat 4,401.6,active,Mode U
43831,SaudiSat 5A,401.35,active,401.35
43831,SaudiSat 5A,401.85,active,401.85
43833,SaudiSat 5B,401.35,active,401.35
43833,SaudiSat 5B,401.85,active,401.85
52774,SBUDNIC,435,active,435 LoRa
32378,SDS-3 F-5,2242.504,active,CW Carrier
47721,SDSAT,435.5,active,Mode U - CW
47721,SDSAT,435.5,active,Mode U - FSK RTTY
47721,SDSAT,435.5,active,Mode U - LoRa
43820,SEAHAWK-1,400.751,active,Downlink
99808,SEAM 2.0,437.25,active,Mode U GMSK9k6 TLM
3891,SECOR 13,136.8,active,Carrier
1315,SECOR 4,136.845,active,Mode V - Telemetry
2411,SECOR 7,136.44,active,136.44 PM
32791,SEEDS II,437.485,active,Mode U TLM
32791,SEEDS II,437.485,active,Mode U Digi
32791,SEEDS II,437.485,active,Mode U SSTV
32791,SEEDS II,437.4857,active,PE0SAT - CW Beacon
32791,SEEDS II,437.485,active,CW
99926,SeeMe,437.425,active,TLM
99926,SeeMe,437.45,active,TLM
99926,SeeMe,2425,active,BPSK 1.6Mbps
53951,SelfieSat,437.5,active,Mode U - 2FSK AX.25 TLM
None,Sentinel-3A,8095,inactive,Raw data downlink
None,Sentinel-3A,8260,inactive,Raw data downlink
None,Sentinel-3B,8095,inactive,Raw data downlink
None,Sentinel-3B,8260,inactive,Raw data downlink
None,Sentinel-3C,8095,inactive,Raw data downlink
None,Sentinel-3C,8260,inactive,Raw data downlink
None,Sentinel-3D,8095,inactive,Raw data downlink
None,Sentinel-3D,8260,inactive,Raw data downlink
None,Sentinel-6A,8090,inactive,Data Downlink
None,Sentinel-6B,8090,inactive,Data Downlink
99506,Serenity,437.1,active,Mode U - AFSK4k8 AX.25
99332,Serenity,437.1,active,Mode U - AFSK4k8 AX.25
40897,SERPENS,437.365,inactive,1k2 MSK TLM
40897,SERPENS,145.98,inactive,9k6 FSK TLM
43199,SHAONIAN XING,436.375,active,TLM 9600 BPSK
55104,Sharjahsat-1,437.325,active,Mode U - GMSK9k6
55104,Sharjahsat-1,437.325,inactive,CW Beacon
55104,Sharjahsat-1,2405,inactive,Mode S - GMSK
52763,SHERPA-AC1,400.481,active,Mode U - Experimental
52763,SHERPA-AC1,400.519,active,UHF Unknown
53754,SHERPA-LTC2,400.52,active,UHF Unknown
53754,SHERPA-LTC2,400.48,active,UHF STRF
48941,Sherpa-LTE1,400.5,active,UHF Unknown
5485,SHINSEI (MS-F2),136.694,active,carrier wave
99982,SIGMA,435.78,active,TLM
46279,SIMBA,148.118,active,Mode V TLM
46279,SIMBA,401.175,active,Downlink
42983,SIMPL,145.825,active,QIKCOM-1
53384,SIREN,437.75,active,Mode U - GMSK 9k6 (USP FEC) TLM
53384,SIREN,437.75,inactive,Mode U - GMSK 2k4 (USP FEC) TLM
43595,SiriusSat-1,435.57,active,GMSK Telemetry
43595,SiriusSat-1,435.619,inactive,Mode U - GMSK Telemetry
43596,SiriusSat-2,435.67,active,GMSK Telemetry
43596,SiriusSat-2,435.719,inactive,Mode U - GMSK Telemetry
33408,SJ-6E,2224.541,active,Mode S
38860,SJ-9A,2214.464,active,Mode S
42789,SKCUBE,437.1,active,TLM FSK (AX.25)
42789,SKCUBE,437.1,active,TLM CW
42789,SKCUBE,2401,active,S-Band Downlink
54153,Skif-D,435.566,active,Mode U - TLM
54153,Skif-D,435.466,active,Mode U
99354,Skoltech B1,435,active,Mode U - GMSK9k6 USP TLM
99354,Skoltech B1,435.598,active,Mode U - GMSK9k6 USP TLM
99353,Skoltech B2,435,active,Mode U - GMSK9k6 USP TLM
99353,Skoltech B2,435.598,active,Mode U - GMSK9k6 USP TLM
52947,Slingshot 1,914.7,active,914.7 MHz
40376,SMAP,2274.3,active,S-Band 9k6 DBPSK Telemetry Experimental
40376,SMAP,2274.3,active,S-Band DBPSK Telemetry
47964,SMOG 1,437.345,active,Mode U - CW
47964,SMOG 1,437.345,active,Mode U - GMSK1k25 - AO-40 FEC
47964,SMOG 1,437.345,active,Mode U - GMSK2k5 - AO-40 FEC
47964,SMOG 1,437.345,active,Mode U - GMSK5k - AO-40 FEC
47964,SMOG 1,437.345,active,Mode U - GMSK12k5 - AO-40 FEC
44832,SMOG-P,437.15,active,Mode U GMSK12k5
None,SNPP,8212.5,inactive,Stored Mission Data
None,SNPP,7812,inactive,Real-time High Rate Data
43784,SNUGLITE,437.275,active,GMSK9k6 TLM
52899,SNUGLITE-II,2405,active,Mode S - DQPSK
52899,SNUGLITE-II,436.49,active,Mode U -  9k6 GMSK AX25 G3RUH TLM
42733,SNUSAT-1,436.09,active,TLM BPSK
42727,SNUSAT-1B,435.9504,invalid,TLM BPSK (drifted)
42727,SNUSAT-1B,435.95,active,TLM BPSK
43782,SNUSAT-2,437.625,active,BPSK9k6 TLM
43782,SNUSAT-2,2402,active,DQPSK 1.06Mbit/s
43782,SNUSAT-2,437.625,active,BPSK2k4 TLM
48851,SOAR,401.725,active,Mode U - FSK 4k8
48851,SOAR,401.725,invalid,Mode U - FSK 4k8
48851,SOAR,401.725,active,Mode U - FSK 9k6
44404,SOKRAT,436,active,Mode U Mobitex 4k8
1291,SOLRAD-7B,136.801,active,carrier wave
39134,SOMP,437.485,active,CW TLM
39134,SOMP,437.4995,active,PE0SAT - CW Beacon
47445,SOMP 2b,435.6,active,Mode U - 9k6 GMSK
42700,SOMP2,437.405,active,GMSK Telemetry
44400,SONATE,437.025,active,Mode U GMSK9k6 TLM
44400,SONATE,437.025,active,Mode U GFSK9k6 TLM
44400,SONATE,145.84,active,Mode V SSTV
44400,SONATE,145.84,active,Mode V CW Beacon
99835,SORTIE,468,active,Mode U OQPSK
99519,SPACE HAUC-1,437.5,active,Mode U - Telemetry
43140,SPACEBEE-3,137.95,active,LoRa
43140,SPACEBEE-3,137.95,invalid,LoRa
43140,SPACEBEE-3,137.845,active,137.845 Lora
43140,SPACEBEE-3,137.975,active,137.975 Lora
43140,SPACEBEE-3,137.92,active,137.92
43139,SPACEBEE-4,137.95,active,LoRa
43139,SPACEBEE-4,137.845,active,137.845 Lora
43139,SPACEBEE-4,137.975,active,137.975 Lora
43139,SPACEBEE-4,137.92,active,137.92
43817,SPACEBEE-5,137.95,active,LoRa
43817,SPACEBEE-5,137.845,active,137.845 Lora
43817,SPACEBEE-5,137.975,active,137.975 Lora
42717,SPACECUBE,436.88,active,TLM GMSK
42717,SPACECUBE,436.8765,active,KB9JHU TLM GMSK
99672,SPARTAN,400.36,active,Mode U - FM
99742,SPATIUM-1,467.674,active,D467M
99742,SPATIUM-1,400.96,active,D400T
99222,Sphere-1,2272.2,active,DST Mode S
99222,Sphere-1,8055,active,DXM Mode X
99396,SPiN-1,401,active,Mode U/U - GFSK 9k6 AX.25 G3RUH
99508,SPINNAKER-3,437.15,active,Mode U - FSK9k6 AX.25
99508,SPINNAKER-3,437.15,active,Mode U - CW
46921,SPOC,437.35,active,GMSK9k6 TLM
46921,SPOC,2401.3,active,QPSK 2Mbps
46921,SPOC,437.45,active,Inactivity Beacon
44332,SpooQy-1,435.3,invalid,UHF GMSK9k6
44332,SpooQy-1,436.2,active,UHF GMSK4k8
44332,SpooQy-1,436.2,invalid,UHF GMSK 4k8
44332,SpooQy-1,436.2,inactive,UHF GMSK9k6
55129,SPORT,8075,active,X-band downlink
55129,SPORT,400.86,active,Mode U 1k2 BPSK G3RUH AX.25
55129,SPORT,400.86,active,Mode U 9k6 BPSK G3RUH AX.25
39770,SPROUT,437.525,active,CW Beacon
39770,SPROUT,437.52564,active,PE0SAT - CW Beacon
39770,SPROUT,437.52636,active,PE0SAT - 1k2 AFSK
39770,SPROUT,437.6,active,SSTV
37841,SRMSAT,437.425,active,CW Beacon
99369,SS-1,145.825,active,Mode V/V - AFSK1k2 APRS
99369,SS-1,435.825,active,Mode U - AFSK1k2 APRS
99899,SSIETSAT,437.5,active,Mode U - AM/OOK
99899,SSIETSAT,436,active,Mode U - LoRa
55009,Star Vibe,437.025,active,Mode U - GMSK 4k8 AX.25
44716,Starlink 1010,11325,active,Ku-band 11325 MHz beacon
44716,Starlink 1010,11575,active,Ku-band 11575 MHz beacon
44716,Starlink 1010,11950,active,Ku-band 11950 MHz beacon
44716,Starlink 1010,12450,active,Ku-band 12450 MHz beacon
47883,Starlink 2342,11325,active,Ku-band 11325 MHz beacon
47883,Starlink 2342,11575,active,Ku-band 11575 MHz beacon
47883,Starlink 2342,11950,active,Ku-band 11950 MHz beacon
47883,Starlink 2342,12450,active,Ku-band 12450 MHz beacon
47883,Starlink 2342,11075,invalid,Ku 2
47883,Starlink 2342,10825,invalid,Ku 1
49144,Starlink 3100,11325,active,Ku-band 11325 MHz beacon
49144,Starlink 3100,11575,active,Ku-band 11575 MHz beacon
49144,Starlink 3100,11950,active,Ku-band 11950 MHz beacon
49144,Starlink 3100,12450,active,Ku-band 12450 MHz beacon
53043,Starlink 4362,11325,active,Ku-band 11325 MHz beacon
53043,Starlink 4362,11575,active,Ku-band 11575 MHz beacon
53043,Starlink 4362,11950,active,Ku-band 11950 MHz beacon
53043,Starlink 4362,12450,active,Ku-band 12450 MHz beacon
53468,Starlink 4400,11325,active,Ku-band 11325 MHz beacon
53468,Starlink 4400,11575,active,Ku-band 11575 MHz beacon
53468,Starlink 4400,11950,active,Ku-band 11950 MHz beacon
53468,Starlink 4400,12450,active,Ku-band 12450 MHz beacon
53204,Starlink 4410,11325,active,Ku-band 11325 MHz beacon
53204,Starlink 4410,11575,active,Ku-band 11575 MHz beacon
53204,Starlink 4410,11950,active,Ku-band 11950 MHz beacon
53204,Starlink 4410,12450,active,Ku-band 12450 MHz beacon
53676,Starlink 4621,11325,active,Ku-band 11325 MHz beacon
53676,Starlink 4621,11575,active,Ku-band 11575 MHz beacon
53676,Starlink 4621,11950,active,Ku-band 11950 MHz beacon
53676,Starlink 4621,12450,active,Ku-band 12450 MHz beacon
33498,STARS,437.273,active,CW
43679,Stars-AO,437.35,active,CW Beacon
43679,Stars-AO,437.4,active,FM
43679,Stars-AO,437.2,active,High Speed 115kbpsGMSK
41895,STARS-C,437.245,active,Mother CW Telemetry
41895,STARS-C,437.405,active,Mother AFSK Telemetry
41895,STARS-C,437.254,active,Daughter CW Telemetry
41895,STARS-C,437.425,active,Daughter AFSK Telemetry
47928,STARS-EC,437.425,active,Mode U - FSK9k6 - Cubesat B
47928,STARS-EC,437.245,active,Mode U - CW Beacon - Cubesat A
47928,STARS-EC,437.255,active,Mode U - CW Beacon - Cubesat B
47928,STARS-EC,437.405,active,Mode U - FSK9k6 - Cubesat A
43640,STARS-Me,437.245,active,Mother CW Beacon
43640,STARS-Me,437.255,active,Daughter CW Beacon
43640,STARS-Me,437.405,active,Mother AFSK1k2
43640,STARS-Me,437.405,active,Mother GMSK9k6
43640,STARS-Me,437.425,active,Daughter AFSK1k2
43640,STARS-Me,437.425,active,Daughter GMSK9k6
47962,STECCO,435.8,active,Mode U - FSK9k6 AX25 G3RUH
52897,STEP CubeLab-II,437.485,active,Mode U - GMSK 9600 AX.25
43138,STEP-1,437.485,active,Mode U CW Beacon
43138,STEP-1,437.503,active,CW TLM Beacon (drifted)
43138,STEP-1,437.4875,active,FM-CW TLM beacon  (drifted)
99218,STERNULA-1,157.262,active,VDE 1 Center
99218,STERNULA-1,161.863,active,VDE 2 Center
41476,STMSAT-1,437.8,inactive,Mode U FM SSTV Robot36
99292,Stork 6,401.1,active,UHF Unknown
99468,STORK-1,401.1,active,Mode U - FM
99468,STORK-1,868.1,active,Mode U LoRa
99468,STORK-1,2422,active,Mode S LoRa
99469,STORK-2,401.1,active,Mode U - FSK
99450,STORK-3,401.1,active,FSK 9600
51098,STORK-3,401.1,active,UHF Unknown
99682,STORK-4,401.1,active,FSK 9600
99683,STORK-5,401.1,active,FSK9600
48872,STORK-5,401.1004,active,Downlink
39090,STRAND-1,437.568,active,UHF 9k6 FSK TLM
39090,STRAND-1,437.5678,invalid,PE0SAT - 9k6 AFSK
42788,SUCHAI,437.23,active,TLM 2k4 MSK
42788,SUCHAI,437.23,active,TLM CW
